Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Years,Item_Type_Combined
DRH23,14.65,Low Fat,0.171281641,Hard Drinks,54.0614,OUT017,Small,Tier 2,Supermarket Type1,1160.4894,15,Drinks
NCO18,13.15,Non-Edible,0.024646608,Household,177.4686,OUT035,Small,Tier 2,Supermarket Type1,5510.8266,18,Non-Consumable
DRG27,8.895,Low Fat,0.0,Dairy,42.0138,OUT018,Medium,Tier 3,Supermarket Type2,568.5932,13,Drinks
FDM28,15.7,Low Fat,0.075661985,Frozen Foods,181.366,OUT010,Small,Tier 3,Grocery Store,179.766,24,Food
NCY41,16.75,Non-Edible,0.126765903,Health and Hygiene,35.7532,OUT010,Small,Tier 3,Grocery Store,143.8128,24,Non-Consumable
FDD21,10.3,Regular,0.030563449,Fruits and Vegetables,114.4176,OUT035,Small,Tier 2,Supermarket Type1,2633.9048,18,Food
FDD44,8.05,Regular,0.078522357,Fruits and Vegetables,257.1646,OUT049,Medium,Tier 1,Supermarket Type1,6183.9504,23,Food
FDP16,18.6,Low Fat,0.039294854,Frozen Foods,246.6802,OUT046,Small,Tier 1,Supermarket Type1,2702.4822,25,Food
FDQ37,20.75,Low Fat,0.089260667,Breakfast,193.4478,OUT046,Small,Tier 1,Supermarket Type1,4843.695,25,Food
NCY05,13.5,Non-Edible,0.05510153,Health and Hygiene,37.0874,OUT045,Small,Tier 2,Supermarket Type1,952.7598,20,Non-Consumable
NCE07,8.18,Non-Edible,0.013127548,Household,142.0154,OUT035,Small,Tier 2,Supermarket Type1,1985.4156,18,Non-Consumable
DRI51,17.25,Low Fat,0.042233642,Dairy,173.3764,OUT035,Small,Tier 2,Supermarket Type1,2061.3168,18,Drinks
NCI31,20.0,Non-Edible,0.081492092,Others,35.519,OUT045,Small,Tier 2,Supermarket Type1,1025.332,20,Non-Consumable
FDK60,16.5,Regular,0.0,Baking Goods,96.2068,OUT046,Small,Tier 1,Supermarket Type1,3013.4108,25,Food
FDY12,9.8,Regular,0.14061104,Baking Goods,49.8008,OUT046,Small,Tier 1,Supermarket Type1,809.6128,25,Food
FDO38,17.25,Low Fat,0.072952298,Canned,76.0986,OUT049,Medium,Tier 1,Supermarket Type1,623.1888,23,Food
FDP11,15.85,Low Fat,0.069087481,Breads,218.7166,OUT035,Small,Tier 2,Supermarket Type1,1088.583,18,Food
FDC21,12.857645184136183,Regular,0.075215349,Fruits and Vegetables,108.4254,OUT019,Small,Tier 1,Grocery Store,217.0508,37,Food
NCF54,18.0,Non-Edible,0.047645037,Household,172.6422,OUT017,Small,Tier 2,Supermarket Type1,2931.5174,15,Non-Consumable
FDC35,12.857645184136183,Low Fat,0.122242847,Starchy Foods,207.5638,OUT027,Medium,Tier 3,Supermarket Type3,4555.4036,37,Food
FDV43,16.0,Low Fat,0.076975118,Fruits and Vegetables,46.2086,OUT049,Medium,Tier 1,Supermarket Type1,490.6946,23,Food
DRE12,4.59,Low Fat,0.070890602,Soft Drinks,111.686,OUT049,Medium,Tier 1,Supermarket Type1,1584.604,23,Drinks
DRE27,11.85,Low Fat,0.132560174,Dairy,97.2726,OUT013,High,Tier 3,Supermarket Type1,782.9808,35,Drinks
DRC36,12.857645184136183,Regular,0.044767032,Soft Drinks,173.7054,OUT027,Medium,Tier 3,Supermarket Type3,5778.4782,37,Drinks
FDZ38,12.857645184136183,Low Fat,0.007962273,Dairy,174.0422,OUT027,Medium,Tier 3,Supermarket Type3,5173.266,37,Food
NCW42,18.2,Non-Edible,0.058799705,Household,220.7456,OUT017,Small,Tier 2,Supermarket Type1,4420.912,15,Non-Consumable
NCZ18,7.825,Non-Edible,0.186445212,Household,255.5698,OUT045,Small,Tier 2,Supermarket Type1,1522.0188,20,Non-Consumable
FDL13,12.857645184136183,Regular,0.098606543,Breakfast,232.73,OUT019,Small,Tier 1,Grocery Store,932.12,37,Food
NCN18,8.895,Non-Edible,0.125222705,Household,113.3544,OUT018,Medium,Tier 3,Supermarket Type2,1006.6896,13,Non-Consumable
FDI41,18.5,Regular,0.062609071,Frozen Foods,148.6418,OUT017,Small,Tier 2,Supermarket Type1,1765.7016,15,Food
FDV22,14.85,Regular,0.009930514,Snack Foods,157.463,OUT013,High,Tier 3,Supermarket Type1,2503.408,35,Food
NCB43,12.857645184136183,Non-Edible,0.099428487,Household,187.8898,OUT027,Medium,Tier 3,Supermarket Type3,7296.5022,37,Non-Consumable
FDQ46,7.51,Low Fat,0.103793399,Snack Foods,110.1544,OUT035,Small,Tier 2,Supermarket Type1,2684.5056,18,Food
FDC44,15.6,Low Fat,0.0,Fruits and Vegetables,111.9518,OUT049,Medium,Tier 1,Supermarket Type1,2163.1842,23,Food
FDB22,8.02,Low Fat,0.111419588,Snack Foods,154.3998,OUT035,Small,Tier 2,Supermarket Type1,3383.5956,18,Food
FDV23,11.0,Low Fat,0.106051405,Breads,124.4046,OUT045,Small,Tier 2,Supermarket Type1,2241.0828,20,Food
FDK10,12.857645184136183,Regular,0.04016342,Snack Foods,181.166,OUT027,Medium,Tier 3,Supermarket Type3,3415.554,37,Food
FDF05,17.5,Low Fat,0.026925385,Frozen Foods,264.391,OUT045,Small,Tier 2,Supermarket Type1,5259.82,20,Food
FDL33,7.235,Low Fat,0.099962524,Snack Foods,193.8452,OUT046,Small,Tier 1,Supermarket Type1,1957.452,25,Food
FDD20,12.857645184136183,Low Fat,0.020614212,Fruits and Vegetables,126.4046,OUT027,Medium,Tier 3,Supermarket Type3,5353.6978,37,Food
NCM54,12.857645184136183,Non-Edible,0.050692386,Household,125.6678,OUT027,Medium,Tier 3,Supermarket Type3,4832.3764,37,Non-Consumable
FDW48,18.0,Low Fat,0.008589133,Baking Goods,81.0618,OUT017,Small,Tier 2,Supermarket Type1,1450.1124,15,Food
DRF36,16.1,Low Fat,0.023673342,Soft Drinks,189.0846,OUT018,Medium,Tier 3,Supermarket Type2,5350.3688,13,Drinks
NCM06,7.475,Non-Edible,0.075881475,Household,155.2656,OUT045,Small,Tier 2,Supermarket Type1,2934.8464,20,Non-Consumable
NCA54,16.5,Non-Edible,0.061330521,Household,178.7318,OUT010,Small,Tier 3,Grocery Store,360.8636,24,Non-Consumable
FDT46,11.35,Low Fat,0.030869612,Snack Foods,49.8008,OUT045,Small,Tier 2,Supermarket Type1,708.4112,20,Food
FDH20,16.1,Regular,0.024944396,Fruits and Vegetables,95.441,OUT035,Small,Tier 2,Supermarket Type1,2220.443,18,Food
FDT38,18.7,Low Fat,0.057654132,Dairy,83.1566,OUT045,Small,Tier 2,Supermarket Type1,1606.5754,20,Food
NCI17,8.645,Non-Edible,0.143713508,Health and Hygiene,96.641,OUT045,Small,Tier 2,Supermarket Type1,868.869,20,Non-Consumable
FDO40,17.1,Low Fat,0.032812669,Frozen Foods,147.1392,OUT017,Small,Tier 2,Supermarket Type1,2237.088,15,Food
FDP12,9.8,Regular,0.045266806,Baking Goods,36.9874,OUT046,Small,Tier 1,Supermarket Type1,705.748,25,Food
FDI44,12.857645184136183,Low Fat,0.099747488,Fruits and Vegetables,75.2328,OUT027,Medium,Tier 3,Supermarket Type3,1544.656,37,Food
FDB21,12.857645184136183,Low Fat,0.0,Fruits and Vegetables,242.9854,OUT027,Medium,Tier 3,Supermarket Type3,6767.1912,37,Food
FDG16,15.25,Low Fat,0.089742065,Frozen Foods,213.7192,OUT013,High,Tier 3,Supermarket Type1,1078.596,35,Food
NCZ42,10.5,Non-Edible,0.011351778,Household,236.5248,OUT017,Small,Tier 2,Supermarket Type1,4029.4216,15,Non-Consumable
NCJ30,5.82,Non-Edible,0.081096613,Household,170.379,OUT017,Small,Tier 2,Supermarket Type1,1018.674,15,Non-Consumable
FDV49,10.0,Low Fat,0.025827199,Canned,263.2226,OUT046,Small,Tier 1,Supermarket Type1,3700.5164,25,Food
NCO43,5.5,Non-Edible,0.0,Others,103.1016,OUT045,Small,Tier 2,Supermarket Type1,2024.032,20,Non-Consumable
NCF18,18.35,Non-Edible,0.148938624,Household,191.9504,OUT010,Small,Tier 3,Grocery Store,767.0016,24,Non-Consumable
NCX41,19.0,Non-Edible,0.0,Health and Hygiene,211.0244,OUT010,Small,Tier 3,Grocery Store,1482.0708,24,Non-Consumable
FDY11,6.71,Regular,0.029535852,Baking Goods,67.5142,OUT013,High,Tier 3,Supermarket Type1,593.2278,35,Food
FDU46,10.3,Regular,0.011143599,Snack Foods,88.254,OUT049,Medium,Tier 1,Supermarket Type1,1125.202,23,Food
NCI18,18.35,Non-Edible,0.014045832,Household,222.7746,OUT049,Medium,Tier 1,Supermarket Type1,1570.6222,23,Non-Consumable
FDL38,13.8,Regular,0.014730322,Canned,90.9172,OUT035,Small,Tier 2,Supermarket Type1,2141.2128,18,Food
FDY60,10.5,Regular,0.026520107,Baking Goods,144.8128,OUT017,Small,Tier 2,Supermarket Type1,2157.192,15,Food
FDF53,20.75,Regular,0.083736551,Frozen Foods,178.7318,OUT049,Medium,Tier 1,Supermarket Type1,3428.2042,23,Food
NCM05,12.857645184136183,Non-Edible,0.059557164,Health and Hygiene,263.7226,OUT027,Medium,Tier 3,Supermarket Type3,6872.3876,37,Non-Consumable
FDR13,9.895,Regular,0.028837829,Canned,117.8492,OUT018,Medium,Tier 3,Supermarket Type2,1506.0396,13,Food
FDA49,12.857645184136183,Low Fat,0.113669629,Canned,89.0198,OUT019,Small,Tier 1,Grocery Store,174.4396,37,Food
FDY52,12.857645184136183,Low Fat,0.012865901,Frozen Foods,59.3536,OUT019,Small,Tier 1,Grocery Store,122.5072,37,Food
FDL02,12.857645184136183,Regular,0.182236555,Canned,107.1622,OUT019,Small,Tier 1,Grocery Store,211.7244,37,Food
FDO24,11.1,Low Fat,0.176069023,Baking Goods,156.7604,OUT013,High,Tier 3,Supermarket Type1,1901.5248,35,Food
FDM08,10.1,Regular,0.053574075,Fruits and Vegetables,223.7088,OUT035,Small,Tier 2,Supermarket Type1,2684.5056,18,Food
FDJ02,12.857645184136183,Regular,0.044063785,Canned,147.2418,OUT019,Small,Tier 1,Grocery Store,294.2836,37,Food
FDW40,14.0,Regular,0.105573769,Frozen Foods,143.9812,OUT018,Medium,Tier 3,Supermarket Type2,1139.8496,13,Food
FDT46,12.857645184136183,Low Fat,0.030657949,Snack Foods,50.5008,OUT027,Medium,Tier 3,Supermarket Type3,1012.016,37,Food
FDY08,9.395,Regular,0.172042892,Fruits and Vegetables,139.9838,OUT017,Small,Tier 2,Supermarket Type1,1966.7732,15,Food
FDM21,12.857645184136183,Low Fat,0.064052392,Snack Foods,256.1646,OUT027,Medium,Tier 3,Supermarket Type3,7472.2734,37,Food
FDH26,12.857645184136183,Regular,0.034531702,Canned,142.2496,OUT027,Medium,Tier 3,Supermarket Type3,2399.5432,37,Food
NCM42,6.13,Non-Edible,0.028365524,Household,110.0912,OUT049,Medium,Tier 1,Supermarket Type1,1637.868,23,Non-Consumable
FDW13,8.5,Low Fat,0.097866209,Canned,51.1324,OUT035,Small,Tier 2,Supermarket Type1,1350.2424,18,Food
FDN04,12.857645184136183,Regular,0.01401884,Frozen Foods,178.1344,OUT027,Medium,Tier 3,Supermarket Type3,3747.1224,37,Food
NCD07,9.1,Non-Edible,0.0,Household,114.4518,OUT046,Small,Tier 1,Supermarket Type1,1593.9252,25,Non-Consumable
FDB34,15.25,Low Fat,0.044539371,Snack Foods,85.3198,OUT010,Small,Tier 3,Grocery Store,261.6594,24,Food
FDD09,13.5,Low Fat,0.0,Fruits and Vegetables,179.9976,OUT013,High,Tier 3,Supermarket Type1,4889.6352,35,Food
DRH59,10.8,Low Fat,0.0,Hard Drinks,72.338,OUT049,Medium,Tier 1,Supermarket Type1,805.618,23,Drinks
DRN36,15.2,Low Fat,0.050168354,Soft Drinks,95.3752,OUT035,Small,Tier 2,Supermarket Type1,1438.128,18,Drinks
DRA24,19.35,Regular,0.040154087,Soft Drinks,164.6868,OUT017,Small,Tier 2,Supermarket Type1,1146.5076,15,Drinks
FDY36,12.857645184136183,Low Fat,0.009364957,Baking Goods,74.238,OUT027,Medium,Tier 3,Supermarket Type3,1171.808,37,Food
FDG34,11.5,Regular,0.037539164,Snack Foods,106.9254,OUT013,High,Tier 3,Supermarket Type1,3038.7112,35,Food
FDK43,9.8,Low Fat,0.026992588,Meat,127.302,OUT017,Small,Tier 2,Supermarket Type1,2277.036,15,Food
NCM06,7.475,Non-Edible,0.076156245,Household,156.4656,OUT017,Small,Tier 2,Supermarket Type1,2008.0528,15,Non-Consumable
FDK22,9.8,Low Fat,0.026192765,Snack Foods,215.685,OUT018,Medium,Tier 3,Supermarket Type2,649.155,13,Food
FDF21,12.857645184136183,Regular,0.058542509,Fruits and Vegetables,188.353,OUT027,Medium,Tier 3,Supermarket Type3,4364.319,37,Food
FDO33,14.75,Low Fat,0.089686322,Snack Foods,115.3518,OUT018,Medium,Tier 3,Supermarket Type2,1821.6288,13,Food
NCO43,5.5,Non-Edible,0.047364617,Others,100.0016,OUT017,Small,Tier 2,Supermarket Type1,708.4112,15,Non-Consumable
FDX15,17.2,Low Fat,0.156269303,Meat,159.6578,OUT035,Small,Tier 2,Supermarket Type1,3048.6982,18,Food
FDS10,19.2,Low Fat,0.035185588,Snack Foods,181.3318,OUT046,Small,Tier 1,Supermarket Type1,1443.4544,25,Food
FDD46,12.857645184136183,Low Fat,0.247321039,Snack Foods,152.3998,OUT019,Small,Tier 1,Grocery Store,153.7998,37,Food
FDV22,14.85,Regular,0.009979271,Snack Foods,155.763,OUT018,Medium,Tier 3,Supermarket Type2,3129.26,13,Food
NCR29,7.565,Non-Edible,0.054863459,Health and Hygiene,58.393,OUT018,Medium,Tier 3,Supermarket Type2,509.337,13,Non-Consumable
FDU34,18.25,Low Fat,0.075620262,Snack Foods,123.8046,OUT017,Small,Tier 2,Supermarket Type1,3486.1288,15,Food
FDZ35,9.6,Regular,0.02236923,Breads,104.799,OUT018,Medium,Tier 3,Supermarket Type2,1341.587,13,Food
FDA26,7.855,Regular,0.073906461,Dairy,218.4482,OUT035,Small,Tier 2,Supermarket Type1,4819.0604,18,Food
FDP38,10.1,Low Fat,0.032283676,Canned,52.2008,OUT017,Small,Tier 2,Supermarket Type1,759.012,15,Food
FDT22,10.395,Low Fat,0.11207602,Snack Foods,58.022,OUT035,Small,Tier 2,Supermarket Type1,659.142,18,Food
FDA50,16.25,Low Fat,0.087668236,Dairy,94.941,OUT017,Small,Tier 2,Supermarket Type1,1737.738,15,Food
FDY10,17.6,Low Fat,0.049067877,Snack Foods,115.6176,OUT046,Small,Tier 1,Supermarket Type1,2519.3872,25,Food
FDC09,15.5,Regular,0.026355345,Fruits and Vegetables,100.8332,OUT045,Small,Tier 2,Supermarket Type1,1537.998,20,Food
FDT19,7.59,Regular,0.145631695,Fruits and Vegetables,172.808,OUT018,Medium,Tier 3,Supermarket Type2,2250.404,13,Food
FDO34,12.857645184136183,Low Fat,0.029793955,Snack Foods,167.2816,OUT027,Medium,Tier 3,Supermarket Type3,5704.5744,37,Food
NCV54,11.1,Non-Edible,0.033160417,Household,119.6124,OUT049,Medium,Tier 1,Supermarket Type1,2251.7356,23,Non-Consumable
FDH57,12.857645184136183,Low Fat,0.035574413,Fruits and Vegetables,131.4284,OUT027,Medium,Tier 3,Supermarket Type3,5404.9644,37,Food
FDA28,16.1,Regular,0.047801883,Frozen Foods,127.4362,OUT046,Small,Tier 1,Supermarket Type1,2265.0516,25,Food
FDB05,5.155,Low Fat,0.083198341,Frozen Foods,246.0776,OUT046,Small,Tier 1,Supermarket Type1,990.7104,25,Food
FDK45,12.857645184136183,Low Fat,0.059281315,Seafood,111.586,OUT019,Small,Tier 1,Grocery Store,339.558,37,Food
DRH01,12.857645184136183,Low Fat,0.171417316,Soft Drinks,173.0738,OUT019,Small,Tier 1,Grocery Store,347.5476,37,Drinks
FDY52,6.365,Low Fat,0.007348286,Frozen Foods,62.8536,OUT046,Small,Tier 1,Supermarket Type1,796.2968,25,Food
FDR48,11.65,Low Fat,0.0,Baking Goods,152.6024,OUT035,Small,Tier 2,Supermarket Type1,303.6048,18,Food
FDY15,18.25,Regular,0.170795745,Dairy,154.463,OUT035,Small,Tier 2,Supermarket Type1,2190.482,18,Food
FDM51,11.8,Regular,0.025966531,Meat,102.2674,OUT049,Medium,Tier 1,Supermarket Type1,2444.8176,23,Food
FDR43,18.2,Low Fat,0.161489509,Fruits and Vegetables,37.619,OUT046,Small,Tier 1,Supermarket Type1,366.19,25,Food
FDW09,13.65,Regular,0.025899245,Snack Foods,81.1302,OUT013,High,Tier 3,Supermarket Type1,792.302,35,Food
FDV44,8.365,Regular,0.039906377,Fruits and Vegetables,191.3188,OUT049,Medium,Tier 1,Supermarket Type1,1713.7692,23,Food
DRH37,12.857645184136183,Low Fat,0.072864869,Soft Drinks,165.2526,OUT019,Small,Tier 1,Grocery Store,822.263,37,Drinks
FDZ47,20.7,Regular,0.079419755,Baking Goods,99.8042,OUT049,Medium,Tier 1,Supermarket Type1,1488.063,23,Food
NCP43,17.75,Non-Edible,0.03050705,Others,180.366,OUT046,Small,Tier 1,Supermarket Type1,2336.958,25,Non-Consumable
FDL26,18.0,Low Fat,0.073490977,Canned,157.3972,OUT018,Medium,Tier 3,Supermarket Type2,778.986,13,Food
DRM35,9.695,Low Fat,0.070843019,Hard Drinks,177.7344,OUT017,Small,Tier 2,Supermarket Type1,1605.9096,15,Drinks
FDM39,6.42,Low Fat,0.053688479,Dairy,178.3002,OUT018,Medium,Tier 3,Supermarket Type2,2328.3026,13,Food
DRD15,10.6,Low Fat,0.056911107,Dairy,233.9642,OUT045,Small,Tier 2,Supermarket Type1,3717.8272,20,Drinks
NCK06,5.03,Non-Edible,0.014472516,Household,122.0756,OUT010,Small,Tier 3,Grocery Store,121.1756,24,Non-Consumable
FDV04,7.825,Regular,0.150319469,Frozen Foods,156.9288,OUT045,Small,Tier 2,Supermarket Type1,1571.288,20,Food
FDG46,12.857645184136183,Regular,0.032750291,Snack Foods,112.1518,OUT027,Medium,Tier 3,Supermarket Type3,5351.0346,37,Food
FDO19,17.7,Regular,0.016622448,Fruits and Vegetables,50.2034,OUT049,Medium,Tier 1,Supermarket Type1,1166.4816,23,Food
NCN05,8.235,Non-Edible,0.014482153,Health and Hygiene,182.295,OUT049,Medium,Tier 1,Supermarket Type1,3661.9,23,Non-Consumable
DRA12,11.6,Low Fat,0.0,Soft Drinks,141.6154,OUT045,Small,Tier 2,Supermarket Type1,3829.0158,20,Drinks
FDJ02,17.2,Regular,0.025205909,Canned,149.1418,OUT049,Medium,Tier 1,Supermarket Type1,1177.1344,23,Food
NCK17,11.0,Non-Edible,0.037971697,Health and Hygiene,38.948,OUT045,Small,Tier 2,Supermarket Type1,519.324,20,Non-Consumable
FDO58,19.6,Low Fat,0.039544237,Snack Foods,163.6526,OUT013,High,Tier 3,Supermarket Type1,1151.1682,35,Food
FDB22,8.02,Low Fat,0.111613921,Snack Foods,152.6998,OUT049,Medium,Tier 1,Supermarket Type1,3383.5956,23,Food
FDG33,5.365,Regular,0.140524691,Seafood,172.7764,OUT045,Small,Tier 2,Supermarket Type1,2233.0932,20,Food
FDK58,11.35,Regular,0.045073782,Snack Foods,101.9016,OUT045,Small,Tier 2,Supermarket Type1,2631.2416,20,Food
DRH49,12.857645184136183,Low Fat,0.043168763,Soft Drinks,82.8592,OUT019,Small,Tier 1,Grocery Store,165.1184,37,Drinks
FDT43,16.35,Low Fat,0.020547951,Fruits and Vegetables,51.2324,OUT046,Small,Tier 1,Supermarket Type1,571.2564,25,Food
NCR38,17.25,Non-Edible,0.113694957,Household,253.4724,OUT049,Medium,Tier 1,Supermarket Type1,6040.1376,23,Non-Consumable
DRI39,13.8,Low Fat,0.097043739,Dairy,57.493,OUT035,Small,Tier 2,Supermarket Type1,1358.232,18,Drinks
NCZ05,8.485,Non-Edible,0.058121214,Health and Hygiene,104.499,OUT035,Small,Tier 2,Supermarket Type1,1238.388,18,Non-Consumable
FDU21,11.8,Regular,0.07665661,Snack Foods,32.3558,OUT013,High,Tier 3,Supermarket Type1,169.779,35,Food
NCP54,15.35,Non-Edible,0.035204319,Household,122.873,OUT049,Medium,Tier 1,Supermarket Type1,2832.979,23,Non-Consumable
NCX29,10.0,Non-Edible,0.089333332,Health and Hygiene,145.6102,OUT045,Small,Tier 2,Supermarket Type1,2624.5836,20,Non-Consumable
FDV01,19.2,Regular,0.0,Canned,153.3314,OUT017,Small,Tier 2,Supermarket Type1,3257.7594,15,Food
NCS17,18.6,Non-Edible,0.080956792,Health and Hygiene,95.2436,OUT017,Small,Tier 2,Supermarket Type1,1796.3284,15,Non-Consumable
NCN07,18.5,Non-Edible,0.03391645,Others,130.9284,OUT013,High,Tier 3,Supermarket Type1,1713.7692,35,Non-Consumable
FDB14,20.25,Regular,0.102704495,Canned,94.312,OUT035,Small,Tier 2,Supermarket Type1,2982.784,18,Food
NCJ18,12.35,Non-Edible,0.163910938,Household,119.2124,OUT035,Small,Tier 2,Supermarket Type1,1303.6364,18,Non-Consumable
FDF57,14.5,Regular,0.058827383,Fruits and Vegetables,172.2448,OUT046,Small,Tier 1,Supermarket Type1,2897.5616,25,Food
DRG01,14.8,Low Fat,0.044840933,Soft Drinks,78.367,OUT013,High,Tier 3,Supermarket Type1,918.804,35,Drinks
FDA02,14.0,Regular,0.029843736,Dairy,143.9786,OUT018,Medium,Tier 3,Supermarket Type2,866.8716,13,Food
DRJ37,10.8,Low Fat,0.061446997,Soft Drinks,150.4024,OUT017,Small,Tier 2,Supermarket Type1,2884.2456,15,Drinks
NCP55,14.65,Non-Edible,0.011180713,Others,53.8614,OUT013,High,Tier 3,Supermarket Type1,221.0456,35,Non-Consumable
FDW45,12.857645184136183,Low Fat,0.038822077,Snack Foods,147.7418,OUT027,Medium,Tier 3,Supermarket Type3,1618.5598,37,Food
FDK38,6.65,Low Fat,0.053397989,Canned,149.3734,OUT045,Small,Tier 2,Supermarket Type1,296.9468,20,Food
NCZ30,6.59,Non-Edible,0.043828293,Household,121.4098,OUT010,Small,Tier 3,Grocery Store,241.0196,24,Non-Consumable
FDK08,12.857645184136183,Regular,0.214139786,Fruits and Vegetables,102.4016,OUT019,Small,Tier 1,Grocery Store,202.4032,37,Food
DRY23,9.395,Regular,0.109075742,Soft Drinks,42.9112,OUT035,Small,Tier 2,Supermarket Type1,426.112,18,Drinks
FDT31,19.75,Low Fat,0.012448294,Fruits and Vegetables,188.2872,OUT046,Small,Tier 1,Supermarket Type1,2647.2208,25,Food
FDU52,7.56,Low Fat,0.064030636,Frozen Foods,154.463,OUT018,Medium,Tier 3,Supermarket Type2,2503.408,13,Food
NCG19,20.25,Non-Edible,0.14781046,Household,234.8616,OUT013,High,Tier 3,Supermarket Type1,2812.3392,35,Non-Consumable
NCR30,20.6,Non-Edible,0.071136948,Household,76.3696,OUT045,Small,Tier 2,Supermarket Type1,372.848,20,Non-Consumable
FDN23,6.575,Regular,0.07566089,Breads,145.4444,OUT045,Small,Tier 2,Supermarket Type1,2612.5992,20,Food
FDQ01,19.7,Regular,0.16102755,Canned,254.1014,OUT045,Small,Tier 2,Supermarket Type1,4845.0266,20,Food
FDO22,13.5,Regular,0.029893094,Snack Foods,81.096,OUT010,Small,Tier 3,Grocery Store,159.792,24,Food
DRE13,6.28,Low Fat,0.027761289,Soft Drinks,85.8198,OUT045,Small,Tier 2,Supermarket Type1,872.198,20,Drinks
FDL44,18.25,Low Fat,0.012272797,Fruits and Vegetables,160.2894,OUT035,Small,Tier 2,Supermarket Type1,3235.788,18,Food
FDT34,9.3,Low Fat,0.174317307,Snack Foods,106.7964,OUT035,Small,Tier 2,Supermarket Type1,841.5712,18,Food
DRM23,16.6,Low Fat,0.135707553,Hard Drinks,170.6422,OUT035,Small,Tier 2,Supermarket Type1,1379.5376,18,Drinks
FDF32,16.35,Low Fat,0.068219025,Fruits and Vegetables,198.9426,OUT045,Small,Tier 2,Supermarket Type1,3559.3668,20,Food
NCE18,10.0,Non-Edible,0.021468792,Household,251.675,OUT045,Small,Tier 2,Supermarket Type1,4244.475,20,Non-Consumable
FDA51,12.857645184136183,Regular,0.163882129,Dairy,113.2518,OUT027,Medium,Tier 3,Supermarket Type3,3415.554,37,Food
DRZ24,7.535,Low Fat,0.082250143,Soft Drinks,118.344,OUT017,Small,Tier 2,Supermarket Type1,3115.944,15,Drinks
FDT48,4.92,Low Fat,0.046026479,Baking Goods,196.5084,OUT049,Medium,Tier 1,Supermarket Type1,3769.7596,23,Food
DRG11,6.385,Low Fat,0.0,Hard Drinks,108.9596,OUT046,Small,Tier 1,Supermarket Type1,1186.4556,25,Drinks
FDE58,18.5,Low Fat,0.052149675,Snack Foods,118.3124,OUT049,Medium,Tier 1,Supermarket Type1,1540.6612,23,Food
DRA12,11.6,Low Fat,0.040911824,Soft Drinks,142.3154,OUT013,High,Tier 3,Supermarket Type1,2552.6772,35,Drinks
FDP60,17.35,Low Fat,0.056235142,Baking Goods,102.0016,OUT017,Small,Tier 2,Supermarket Type1,1619.2256,15,Food
FDT10,16.7,Regular,0.062170334,Snack Foods,60.9562,OUT045,Small,Tier 2,Supermarket Type1,829.5868,20,Food
FDE05,10.895,Regular,0.032427039,Frozen Foods,147.7102,OUT013,High,Tier 3,Supermarket Type1,1166.4816,35,Food
FDC32,18.35,Low Fat,0.099309997,Fruits and Vegetables,91.4462,OUT045,Small,Tier 2,Supermarket Type1,1665.8316,20,Food
FDJ22,18.75,Low Fat,0.05310896,Snack Foods,193.6504,OUT017,Small,Tier 2,Supermarket Type1,2876.256,15,Food
NCH18,9.3,Non-Edible,0.044843161,Household,246.1802,OUT018,Medium,Tier 3,Supermarket Type2,2702.4822,13,Non-Consumable
DRE37,12.857645184136183,Low Fat,0.164966345,Soft Drinks,189.4872,OUT019,Small,Tier 1,Grocery Store,189.0872,37,Drinks
DRC13,8.26,Regular,0.032435437,Soft Drinks,124.873,OUT035,Small,Tier 2,Supermarket Type1,2956.152,18,Drinks
FDG47,12.8,Low Fat,0.06961884,Starchy Foods,260.3252,OUT046,Small,Tier 1,Supermarket Type1,8132.0812,25,Food
FDY55,16.75,Low Fat,0.08165147,Fruits and Vegetables,258.3988,OUT018,Medium,Tier 3,Supermarket Type2,1541.9928,13,Food
NCW29,12.857645184136183,Non-Edible,0.028723187,Health and Hygiene,131.831,OUT027,Medium,Tier 3,Supermarket Type3,3635.268,37,Non-Consumable
NCT05,10.895,Non-Edible,0.020994339,Health and Hygiene,255.6672,OUT045,Small,Tier 2,Supermarket Type1,4346.3424,20,Non-Consumable
FDN50,16.85,Regular,0.026561057,Canned,93.712,OUT049,Medium,Tier 1,Supermarket Type1,466.06,23,Food
FDU60,20.0,Regular,0.100262068,Baking Goods,169.6132,OUT010,Small,Tier 3,Grocery Store,169.1132,24,Food
FDX02,16.0,Low Fat,0.057012606,Dairy,225.0404,OUT013,High,Tier 3,Supermarket Type1,5851.0504,35,Food
FDL34,16.0,Low Fat,0.041009558,Snack Foods,141.2496,OUT049,Medium,Tier 1,Supermarket Type1,2681.8424,23,Food
DRF27,8.93,Low Fat,0.028578012,Dairy,152.234,OUT017,Small,Tier 2,Supermarket Type1,3828.35,15,Drinks
FDZ35,9.6,Regular,0.0,Breads,101.699,OUT049,Medium,Tier 1,Supermarket Type1,2373.577,23,Food
DRF03,12.857645184136183,Low Fat,0.045088724,Dairy,39.7138,OUT027,Medium,Tier 3,Supermarket Type3,1096.5726,37,Drinks
NCO41,12.857645184136183,Non-Edible,0.018757586,Health and Hygiene,96.9384,OUT027,Medium,Tier 3,Supermarket Type3,2167.8448,37,Non-Consumable
