Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Years,Item_Type_Combined
FDW19,12.35,Regular,0.038718195,Fruits and Vegetables,110.657,OUT017,Small,Tier 2,Supermarket Type1,2087.283,16,Food
FDO56,10.195,Regular,0.075291577,Fruits and Vegetables,119.1808,OUT010,Small,Tier 3,Grocery Store,351.5424,25,Food
FDI41,18.5,Regular,0.0,Frozen Foods,148.7418,OUT045,Small,Tier 2,Supermarket Type1,2501.4106,21,Food
FDN10,11.5,Low Fat,0.0,Snack Foods,119.5124,OUT018,Medium,Tier 3,Supermarket Type2,829.5868,14,Food
FDY20,12.5,Regular,0.082085787,Fruits and Vegetables,92.2488,OUT018,Medium,Tier 3,Supermarket Type2,1358.232,14,Food
DRM37,12.857645184136183,Low Fat,0.095931002,Soft Drinks,198.5768,OUT027,Medium,Tier 3,Supermarket Type3,6897.688,38,Drinks
FDV34,10.695,Regular,0.011448629,Snack Foods,72.9038,OUT045,Small,Tier 2,Supermarket Type1,1034.6532,21,Food
NCX18,14.15,Non-Edible,0.00879232,Household,195.011,OUT035,Small,Tier 2,Supermarket Type1,1964.11,19,Non-Consumable
FDY10,17.6,Low Fat,0.049167388,Snack Foods,114.9176,OUT045,Small,Tier 2,Supermarket Type1,1946.7992,21,Food
NCZ17,12.857645184136183,Non-Edible,0.079046992,Health and Hygiene,39.8506,OUT027,Medium,Tier 3,Supermarket Type3,1480.0734,38,Non-Consumable
FDT12,6.215,Regular,0.049580407,Baking Goods,227.4062,OUT013,High,Tier 3,Supermarket Type1,5191.2426,36,Food
FDD57,18.1,Low Fat,0.022399592,Fruits and Vegetables,96.0094,OUT046,Small,Tier 1,Supermarket Type1,1808.9786,26,Food
FDK45,11.65,Low Fat,0.033926852,Seafood,111.586,OUT045,Small,Tier 2,Supermarket Type1,3395.58,21,Food
FDJ57,7.42,Regular,0.021617397,Seafood,185.0582,OUT045,Small,Tier 2,Supermarket Type1,5201.2296,21,Food
NCI31,20.0,Non-Edible,0.0814536,Others,36.819,OUT049,Medium,Tier 1,Supermarket Type1,768.999,24,Non-Consumable
FDZ48,17.75,Low Fat,0.07607772,Baking Goods,112.4544,OUT049,Medium,Tier 1,Supermarket Type1,2348.9424,24,Food
FDI16,14.0,Regular,0.135775701,Frozen Foods,54.564,OUT046,Small,Tier 1,Supermarket Type1,1597.92,26,Food
FDZ31,15.35,Regular,0.0,Fruits and Vegetables,193.0504,OUT049,Medium,Tier 1,Supermarket Type1,2492.7552,24,Food
DRG15,6.13,Low Fat,0.076891526,Dairy,61.5536,OUT045,Small,Tier 2,Supermarket Type1,796.2968,21,Drinks
FDX36,9.695,Regular,0.128543405,Baking Goods,226.5404,OUT045,Small,Tier 2,Supermarket Type1,4500.808,21,Food
FDD40,20.25,Regular,0.014793357,Dairy,191.5162,OUT046,Small,Tier 1,Supermarket Type1,3078.6592,26,Food
FDA04,12.857645184136183,Regular,0.066406853,Frozen Foods,259.7962,OUT027,Medium,Tier 3,Supermarket Type3,5697.9164,38,Food
FDL21,15.85,Regular,0.007140468,Snack Foods,40.848,OUT013,High,Tier 3,Supermarket Type1,679.116,36,Food
FDS21,19.85,Regular,0.020858779,Snack Foods,62.8194,OUT013,High,Tier 3,Supermarket Type1,928.791,36,Food
DRF23,4.61,Low Fat,0.123346085,Hard Drinks,172.5396,OUT017,Small,Tier 2,Supermarket Type1,3663.2316,16,Drinks
FDM46,7.365,Low Fat,0.159937597,Snack Foods,93.912,OUT035,Small,Tier 2,Supermarket Type1,1304.968,19,Food
DRG49,12.857645184136183,Low Fat,0.067128641,Soft Drinks,242.8486,OUT027,Medium,Tier 3,Supermarket Type3,3420.8804,38,Drinks
FDG26,18.85,Low Fat,0.042736348,Canned,255.933,OUT045,Small,Tier 2,Supermarket Type1,3844.995,21,Food
FDR51,12.857645184136183,Regular,0.172629683,Meat,148.4708,OUT027,Medium,Tier 3,Supermarket Type3,3761.77,38,Food
FDV39,11.3,Low Fat,0.007278512,Meat,196.7426,OUT035,Small,Tier 2,Supermarket Type1,2768.3964,19,Food
FDC39,7.405,Low Fat,0.0,Dairy,205.7296,OUT017,Small,Tier 2,Supermarket Type1,4570.0512,16,Food
FDP45,15.7,Regular,0.03079807,Snack Foods,252.9724,OUT017,Small,Tier 2,Supermarket Type1,3020.0688,16,Food
FDC56,7.72,Low Fat,0.12152072,Fruits and Vegetables,118.244,OUT046,Small,Tier 1,Supermarket Type1,958.752,26,Food
FDK38,6.65,Low Fat,0.053591345,Canned,149.7734,OUT017,Small,Tier 2,Supermarket Type1,2375.5744,16,Food
NCJ29,10.6,Non-Edible,0.035163639,Health and Hygiene,84.4224,OUT013,High,Tier 3,Supermarket Type1,852.224,36,Non-Consumable
NCF19,12.857645184136183,Non-Edible,0.061470858,Household,48.6034,OUT019,Small,Tier 1,Grocery Store,145.8102,38,Non-Consumable
FDG59,15.85,Low Fat,0.043226398,Starchy Foods,37.5164,OUT035,Small,Tier 2,Supermarket Type1,270.3148,19,Food
FDE59,12.15,Low Fat,0.062640143,Starchy Foods,36.6532,OUT017,Small,Tier 2,Supermarket Type1,251.6724,16,Food
FDB04,11.35,Regular,0.06358394,Dairy,89.4856,OUT017,Small,Tier 2,Supermarket Type1,1142.5128,16,Food
NCK05,20.1,Non-Edible,0.077389797,Health and Hygiene,60.8536,OUT013,High,Tier 3,Supermarket Type1,1347.5792,36,Non-Consumable
FDR03,15.7,Regular,0.00878535,Meat,204.998,OUT017,Small,Tier 2,Supermarket Type1,5366.348,16,Food
FDQ03,12.857645184136183,Regular,0.136592891,Meat,238.0248,OUT019,Small,Tier 1,Grocery Store,711.0744,38,Food
FDC59,16.7,Regular,0.054937907,Starchy Foods,64.2168,OUT017,Small,Tier 2,Supermarket Type1,1661.8368,16,Food
DRB13,6.115,Regular,0.007084185,Soft Drinks,191.153,OUT017,Small,Tier 2,Supermarket Type1,3415.554,16,Drinks
NCE54,20.7,Non-Edible,0.027052013,Household,73.9354,OUT017,Small,Tier 2,Supermarket Type1,1655.1788,16,Non-Consumable
FDC10,9.8,Regular,0.072863893,Snack Foods,118.6098,OUT035,Small,Tier 2,Supermarket Type1,843.5686,19,Food
FDR46,12.857645184136183,Low Fat,0.244102315,Snack Foods,148.076,OUT019,Small,Tier 1,Grocery Store,146.476,38,Food
FDA10,20.35,Low Fat,0.141789197,Snack Foods,121.9072,OUT035,Small,Tier 2,Supermarket Type1,1347.5792,19,Food
FDP23,12.857645184136183,Low Fat,0.035414528,Breads,218.2166,OUT027,Medium,Tier 3,Supermarket Type3,3701.1822,38,Food
FDJ41,6.85,Low Fat,0.022864238,Frozen Foods,260.0594,OUT013,High,Tier 3,Supermarket Type1,6018.1662,36,Food
FDL46,20.35,Low Fat,0.054011943,Snack Foods,116.5466,OUT013,High,Tier 3,Supermarket Type1,1885.5456,36,Food
FDX33,9.195,Regular,0.117462619,Snack Foods,158.9578,OUT035,Small,Tier 2,Supermarket Type1,2246.4092,19,Food
NCL29,9.695,Non-Edible,0.11411658,Health and Hygiene,158.8604,OUT049,Medium,Tier 1,Supermarket Type1,4436.8912,24,Non-Consumable
FDE16,12.857645184136183,Low Fat,0.046124444,Frozen Foods,206.7954,OUT019,Small,Tier 1,Grocery Store,833.5816,38,Food
FDM57,11.65,Regular,0.075849167,Snack Foods,85.1908,OUT046,Small,Tier 1,Supermarket Type1,2181.1608,26,Food
FDZ36,6.035,Regular,0.065729039,Baking Goods,188.324,OUT013,High,Tier 3,Supermarket Type1,1491.392,36,Food
NCW42,18.2,Non-Edible,0.097865088,Household,221.8456,OUT010,Small,Tier 3,Grocery Store,884.1824,25,Non-Consumable
NCI54,12.857645184136183,Non-Edible,0.058827583,Household,110.4912,OUT019,Small,Tier 1,Grocery Store,436.7648,38,Non-Consumable
DRK01,7.63,Low Fat,0.061313057,Soft Drinks,93.3436,OUT018,Medium,Tier 3,Supermarket Type2,1323.6104,14,Drinks
FDX10,6.385,Regular,0.123961415,Snack Foods,33.2874,OUT045,Small,Tier 2,Supermarket Type1,141.1496,21,Food
FDO46,9.6,Regular,0.014270394,Snack Foods,187.3872,OUT018,Medium,Tier 3,Supermarket Type2,2647.2208,14,Food
FDD16,20.5,Low Fat,0.060847634,Frozen Foods,75.0696,OUT010,Small,Tier 3,Grocery Store,149.1392,25,Food
FDZ20,12.857645184136183,Low Fat,0.0,Fruits and Vegetables,253.0356,OUT027,Medium,Tier 3,Supermarket Type3,11445.102,38,Food
NCI18,18.35,Non-Edible,0.014103354,Household,225.4746,OUT017,Small,Tier 2,Supermarket Type1,1346.2476,16,Non-Consumable
DRI25,19.6,Low Fat,0.033901442,Soft Drinks,56.2614,OUT046,Small,Tier 1,Supermarket Type1,773.6596,26,Drinks
FDY44,14.15,Regular,0.024454052,Fruits and Vegetables,197.211,OUT045,Small,Tier 2,Supermarket Type1,3731.809,21,Food
FDW38,12.857645184136183,Regular,0.0,Dairy,55.9298,OUT019,Small,Tier 1,Grocery Store,107.8596,38,Food
FDY33,12.857645184136183,Regular,0.096730427,Snack Foods,159.0262,OUT027,Medium,Tier 3,Supermarket Type3,5887.6694,38,Food
DRH51,17.6,Low Fat,0.097198194,Dairy,89.8856,OUT035,Small,Tier 2,Supermarket Type1,351.5424,19,Drinks
FDT32,19.0,Regular,0.066005186,Fruits and Vegetables,188.4214,OUT017,Small,Tier 2,Supermarket Type1,2826.321,16,Food
FDI50,8.42,Regular,0.030890618,Canned,228.7352,OUT049,Medium,Tier 1,Supermarket Type1,5954.9152,24,Food
FDB60,9.3,Low Fat,0.028498354,Baking Goods,195.8136,OUT013,High,Tier 3,Supermarket Type1,2332.9632,36,Food
FDP09,19.75,Low Fat,0.033883448,Snack Foods,213.2902,OUT035,Small,Tier 2,Supermarket Type1,4247.804,19,Food
FDA20,6.78,Low Fat,0.066565644,Fruits and Vegetables,185.324,OUT013,High,Tier 3,Supermarket Type1,3914.904,36,Food
NCX05,12.857645184136183,Non-Edible,0.169943195,Health and Hygiene,116.2492,OUT019,Small,Tier 1,Grocery Store,115.8492,38,Non-Consumable
DRF37,17.25,Low Fat,0.0,Soft Drinks,263.591,OUT045,Small,Tier 2,Supermarket Type1,788.973,21,Drinks
FDJ26,15.3,Regular,0.084765192,Canned,215.0218,OUT046,Small,Tier 1,Supermarket Type1,1923.4962,26,Food
FDZ25,15.7,Regular,0.027617046,Canned,168.279,OUT046,Small,Tier 1,Supermarket Type1,4074.696,26,Food
FDZ58,17.85,Low Fat,0.052166995,Snack Foods,121.7072,OUT035,Small,Tier 2,Supermarket Type1,2817.6656,19,Food
FDZ50,12.857645184136183,Regular,0.0,Dairy,184.2608,OUT027,Medium,Tier 3,Supermarket Type3,6064.1064,38,Food
NCG18,15.3,Non-Edible,0.038460297,Household,104.0332,OUT010,Small,Tier 3,Grocery Store,205.0664,25,Non-Consumable
FDZ56,16.25,Low Fat,0.025789175,Fruits and Vegetables,166.9474,OUT045,Small,Tier 2,Supermarket Type1,2863.6058,21,Food
FDH50,15.0,Regular,0.161301097,Canned,185.1266,OUT013,High,Tier 3,Supermarket Type1,2213.1192,36,Food
DRO35,13.85,Low Fat,0.034640466,Hard Drinks,116.1492,OUT045,Small,Tier 2,Supermarket Type1,1274.3412,21,Drinks
DRH51,12.857645184136183,Low Fat,0.0,Dairy,89.1856,OUT027,Medium,Tier 3,Supermarket Type3,2109.2544,38,Drinks
FDS19,13.8,Regular,0.064307102,Fruits and Vegetables,77.3012,OUT049,Medium,Tier 1,Supermarket Type1,1593.9252,24,Food
NCM06,7.475,Non-Edible,0.076036381,Household,153.9656,OUT018,Medium,Tier 3,Supermarket Type2,2625.9152,14,Non-Consumable
FDP52,18.7,Regular,0.071091591,Frozen Foods,228.601,OUT017,Small,Tier 2,Supermarket Type1,4823.721,16,Food
FDK02,12.5,Low Fat,0.187841082,Canned,119.244,OUT010,Small,Tier 3,Grocery Store,119.844,25,Food
FDG59,15.85,Low Fat,0.043234574,Starchy Foods,38.3164,OUT046,Small,Tier 1,Supermarket Type1,540.6296,26,Food
FDN20,12.857645184136183,Low Fat,0.026055106,Fruits and Vegetables,169.5474,OUT027,Medium,Tier 3,Supermarket Type3,4211.185,38,Food
FDO57,20.75,Low Fat,0.109153001,Snack Foods,161.3578,OUT018,Medium,Tier 3,Supermarket Type2,4492.8184,14,Food
NCJ30,5.82,Non-Edible,0.08062523,Household,168.379,OUT035,Small,Tier 2,Supermarket Type1,1188.453,19,Non-Consumable
FDQ31,5.785,Regular,0.0901292,Fruits and Vegetables,89.8856,OUT010,Small,Tier 3,Grocery Store,175.7712,25,Food
FDC05,13.1,Regular,0.098938169,Frozen Foods,195.7768,OUT049,Medium,Tier 1,Supermarket Type1,4138.6128,24,Food
FDM08,10.1,Regular,0.0,Fruits and Vegetables,225.1088,OUT013,High,Tier 3,Supermarket Type1,3579.3408,36,Food
NCA41,16.75,Non-Edible,0.032580547,Health and Hygiene,192.1162,OUT035,Small,Tier 2,Supermarket Type1,3848.324,19,Non-Consumable
FDK15,12.857645184136183,Low Fat,0.097937252,Meat,98.9042,OUT027,Medium,Tier 3,Supermarket Type3,4960.21,38,Food
FDX56,17.1,Regular,0.0,Fruits and Vegetables,208.5638,OUT049,Medium,Tier 1,Supermarket Type1,5383.6588,24,Food
FDT21,7.42,Low Fat,0.020391845,Snack Foods,248.9092,OUT046,Small,Tier 1,Supermarket Type1,2241.0828,26,Food
FDQ46,7.51,Low Fat,0.103813029,Snack Foods,113.7544,OUT046,Small,Tier 1,Supermarket Type1,671.1264,26,Food
FDS01,12.857645184136183,Low Fat,0.031069203,Canned,179.6686,OUT019,Small,Tier 1,Grocery Store,177.7686,38,Food
FDW34,12.857645184136183,Low Fat,0.062294473,Snack Foods,242.417,OUT019,Small,Tier 1,Grocery Store,486.034,38,Food
FDX07,19.2,Regular,0.022914478,Fruits and Vegetables,181.195,OUT035,Small,Tier 2,Supermarket Type1,2380.235,19,Food
FDN13,18.6,Low Fat,0.152058281,Breakfast,99.9358,OUT046,Small,Tier 1,Supermarket Type1,201.0716,26,Food
NCP02,7.105,Non-Edible,0.044991294,Household,59.2562,OUT018,Medium,Tier 3,Supermarket Type2,651.8182,14,Non-Consumable
FDT48,4.92,Low Fat,0.046214971,Baking Goods,199.8084,OUT017,Small,Tier 2,Supermarket Type1,3968.168,16,Food
FDZ49,11.0,Regular,0.13312044,Canned,221.5798,OUT035,Small,Tier 2,Supermarket Type1,4187.2162,19,Food
NCJ17,7.68,Non-Edible,0.255348289,Health and Hygiene,84.4224,OUT010,Small,Tier 3,Grocery Store,170.4448,25,Non-Consumable
FDB17,13.15,Low Fat,0.036879539,Frozen Foods,181.3976,OUT017,Small,Tier 2,Supermarket Type1,3078.6592,16,Food
FDP48,7.52,Regular,0.044202545,Baking Goods,182.995,OUT018,Medium,Tier 3,Supermarket Type2,4394.28,14,Food
FDI53,8.895,Regular,0.137858955,Frozen Foods,162.1236,OUT049,Medium,Tier 1,Supermarket Type1,2577.9776,24,Food
FDW02,4.805,Regular,0.037668051,Dairy,126.7704,OUT013,High,Tier 3,Supermarket Type1,2628.5784,36,Food
FDL20,12.857645184136183,Low Fat,0.224837308,Fruits and Vegetables,112.7886,OUT019,Small,Tier 1,Grocery Store,222.3772,38,Food
FDV32,7.785,Low Fat,0.089069748,Fruits and Vegetables,62.751,OUT018,Medium,Tier 3,Supermarket Type2,1707.777,14,Food
FDG38,8.975,Regular,0.053027398,Canned,86.0224,OUT017,Small,Tier 2,Supermarket Type1,1278.336,16,Food
NCB31,12.857645184136183,Non-Edible,0.118099673,Household,262.891,OUT027,Medium,Tier 3,Supermarket Type3,5522.811,38,Non-Consumable
FDF52,9.3,Low Fat,0.0,Frozen Foods,182.9292,OUT017,Small,Tier 2,Supermarket Type1,4013.4424,16,Food
FDB15,10.895,Low Fat,0.137023446,Dairy,263.7568,OUT049,Medium,Tier 1,Supermarket Type1,7646.0472,24,Food
FDO48,15.0,Regular,0.026950104,Baking Goods,220.9456,OUT018,Medium,Tier 3,Supermarket Type2,1768.3648,14,Food
NCR53,12.15,Non-Edible,0.0,Health and Hygiene,224.4404,OUT018,Medium,Tier 3,Supermarket Type2,5626.01,14,Non-Consumable
FDF56,16.7,Regular,0.119362812,Fruits and Vegetables,180.3976,OUT013,High,Tier 3,Supermarket Type1,3078.6592,36,Food
FDL57,15.1,Regular,0.067350054,Snack Foods,257.3304,OUT018,Medium,Tier 3,Supermarket Type2,3874.956,14,Food
NCC31,8.02,Non-Edible,0.0,Household,157.7972,OUT013,High,Tier 3,Supermarket Type1,1713.7692,36,Non-Consumable
FDE33,19.35,Regular,0.049712775,Fruits and Vegetables,78.2644,OUT049,Medium,Tier 1,Supermarket Type1,1492.7236,24,Food
FDV52,20.7,Regular,0.122208091,Frozen Foods,119.7466,OUT017,Small,Tier 2,Supermarket Type1,4006.7844,16,Food
FDR46,12.857645184136183,Low Fat,0.138742518,Snack Foods,147.476,OUT027,Medium,Tier 3,Supermarket Type3,3368.948,38,Food
DRE12,4.59,Low Fat,0.070780558,Soft Drinks,114.586,OUT046,Small,Tier 1,Supermarket Type1,1245.046,26,Drinks
FDD57,18.1,Low Fat,0.037492325,Fruits and Vegetables,95.5094,OUT010,Small,Tier 3,Grocery Store,95.2094,25,Food
NCS41,12.85,Non-Edible,0.053527105,Health and Hygiene,185.1608,OUT049,Medium,Tier 1,Supermarket Type1,2388.8904,24,Non-Consumable
NCY41,16.75,Non-Edible,0.076164013,Health and Hygiene,34.0532,OUT017,Small,Tier 2,Supermarket Type1,575.2512,16,Non-Consumable
FDV22,14.85,Regular,0.009995002,Snack Foods,154.463,OUT017,Small,Tier 2,Supermarket Type1,3755.112,16,Food
FDF12,8.235,Low Fat,0.08259502,Baking Goods,149.1076,OUT045,Small,Tier 2,Supermarket Type1,1182.4608,21,Food
FDM13,6.425,Low Fat,0.063122753,Breakfast,131.3626,OUT013,High,Tier 3,Supermarket Type1,262.3252,36,Food
FDQ56,6.59,Low Fat,0.105597316,Fruits and Vegetables,83.4908,OUT046,Small,Tier 1,Supermarket Type1,1342.2528,26,Food
FDW55,12.857645184136183,Regular,0.021863506,Fruits and Vegetables,247.0092,OUT027,Medium,Tier 3,Supermarket Type3,5478.2024,38,Food
NCT29,12.857645184136183,Non-Edible,0.063800266,Health and Hygiene,123.0414,OUT027,Medium,Tier 3,Supermarket Type3,4629.9732,38,Non-Consumable
NCX42,6.36,Non-Edible,0.006012413,Household,163.0526,OUT017,Small,Tier 2,Supermarket Type1,1644.526,16,Non-Consumable
FDR24,17.35,Regular,0.063207198,Baking Goods,89.383,OUT017,Small,Tier 2,Supermarket Type1,1258.362,16,Food
NCS42,8.6,Non-Edible,0.069809115,Household,90.5146,OUT017,Small,Tier 2,Supermarket Type1,729.7168,16,Non-Consumable
FDL40,17.7,Low Fat,0.011660463,Frozen Foods,96.541,OUT018,Medium,Tier 3,Supermarket Type2,2220.443,14,Food
FDD47,7.6,Regular,0.142410775,Starchy Foods,171.9448,OUT046,Small,Tier 1,Supermarket Type1,3749.7856,26,Food
DRE03,19.6,Low Fat,0.024226902,Dairy,48.7718,OUT046,Small,Tier 1,Supermarket Type1,236.359,26,Drinks
NCM18,12.857645184136183,Non-Edible,0.082440705,Household,61.3194,OUT027,Medium,Tier 3,Supermarket Type3,2043.3402,38,Non-Consumable
FDF52,9.3,Low Fat,0.066918731,Frozen Foods,184.2292,OUT045,Small,Tier 2,Supermarket Type1,1641.8628,21,Food
NCG43,20.2,Non-Edible,0.074390007,Household,91.4462,OUT045,Small,Tier 2,Supermarket Type1,1943.4702,21,Non-Consumable
FDE20,11.35,Regular,0.005530516,Fruits and Vegetables,171.179,OUT046,Small,Tier 1,Supermarket Type1,4923.591,26,Food
FDI33,16.5,Low Fat,0.028579565,Snack Foods,90.3146,OUT017,Small,Tier 2,Supermarket Type1,2554.0088,16,Food
NCT06,17.1,Non-Edible,0.038705317,Household,165.0842,OUT013,High,Tier 3,Supermarket Type1,2320.9788,36,Non-Consumable
FDY24,4.88,Regular,0.0,Baking Goods,53.1298,OUT035,Small,Tier 2,Supermarket Type1,808.947,19,Food
FDZ33,10.195,Low Fat,0.108004532,Snack Foods,148.7076,OUT017,Small,Tier 2,Supermarket Type1,1330.2684,16,Food
FDJ55,12.8,Regular,0.023626808,Meat,223.2404,OUT018,Medium,Tier 3,Supermarket Type2,2475.4444,14,Food
FDE45,12.857645184136183,Low Fat,0.070660449,Fruits and Vegetables,180.4002,OUT019,Small,Tier 1,Grocery Store,716.4008,38,Food
FDD44,8.05,Regular,0.078719835,Fruits and Vegetables,258.5646,OUT018,Medium,Tier 3,Supermarket Type2,3091.9752,14,Food
FDD10,20.6,Regular,0.046208155,Snack Foods,178.0344,OUT018,Medium,Tier 3,Supermarket Type2,1605.9096,14,Food
FDA39,6.32,Low Fat,0.012769753,Meat,39.9822,OUT018,Medium,Tier 3,Supermarket Type2,78.5644,14,Food
FDB36,5.465,Regular,0.048486801,Baking Goods,131.2626,OUT013,High,Tier 3,Supermarket Type1,3410.2276,36,Food
FDK52,18.25,Low Fat,0.132596101,Frozen Foods,226.2062,OUT010,Small,Tier 3,Grocery Store,677.1186,25,Food
FDJ36,14.5,Regular,0.128459481,Baking Goods,102.0332,OUT049,Medium,Tier 1,Supermarket Type1,2050.664,24,Food
NCB55,15.7,Non-Edible,0.161317495,Household,57.5562,OUT018,Medium,Tier 3,Supermarket Type2,829.5868,14,Non-Consumable
NCK18,9.6,Non-Edible,0.011211251,Household,166.9184,OUT010,Small,Tier 3,Grocery Store,660.4736,25,Non-Consumable
FDX27,20.7,Regular,0.114294512,Dairy,94.9436,OUT049,Medium,Tier 1,Supermarket Type1,1229.0668,24,Food
FDB08,6.055,Low Fat,0.031103357,Fruits and Vegetables,159.9578,OUT046,Small,Tier 1,Supermarket Type1,2727.7826,26,Food
FDX43,5.655,Low Fat,0.085274988,Fruits and Vegetables,165.05,OUT046,Small,Tier 1,Supermarket Type1,2330.3,26,Food
FDA20,6.78,Low Fat,0.066892471,Fruits and Vegetables,186.424,OUT018,Medium,Tier 3,Supermarket Type2,1304.968,14,Food
FDC04,12.857645184136183,Low Fat,0.078764059,Dairy,241.3854,OUT019,Small,Tier 1,Grocery Store,483.3708,38,Food
FDG17,6.865,Regular,0.036042939,Frozen Foods,244.4486,OUT017,Small,Tier 2,Supermarket Type1,4153.9262,16,Food
FDU58,6.61,Regular,0.04855968,Snack Foods,188.4898,OUT010,Small,Tier 3,Grocery Store,187.0898,25,Food
FDP24,12.857645184136183,Low Fat,0.082602127,Baking Goods,120.9756,OUT027,Medium,Tier 3,Supermarket Type3,3877.6192,38,Food
NCT29,12.6,Non-Edible,0.064240743,Health and Hygiene,121.9414,OUT045,Small,Tier 2,Supermarket Type1,1462.0968,21,Non-Consumable
FDB08,6.055,Low Fat,0.031230059,Fruits and Vegetables,160.3578,OUT018,Medium,Tier 3,Supermarket Type2,1765.0358,14,Food
NCB43,20.2,Non-Edible,0.100114941,Household,188.3898,OUT045,Small,Tier 2,Supermarket Type1,3554.7062,21,Non-Consumable
FDL09,12.857645184136183,Regular,0.22417463,Snack Foods,168.8816,OUT019,Small,Tier 1,Grocery Store,167.7816,38,Food
DRK49,14.15,Low Fat,0.035943717,Soft Drinks,40.5138,OUT046,Small,Tier 1,Supermarket Type1,446.7518,26,Drinks
FDR37,16.5,Regular,0.06619442,Breakfast,184.4292,OUT013,High,Tier 3,Supermarket Type1,3101.2964,36,Food
FDG56,13.3,Regular,0.071439051,Fruits and Vegetables,61.0536,OUT035,Small,Tier 2,Supermarket Type1,1898.8616,19,Food
FDE34,9.195,Low Fat,0.108059141,Snack Foods,181.7634,OUT049,Medium,Tier 1,Supermarket Type1,6179.9556,24,Food
FDE16,12.857645184136183,Low Fat,0.026216144,Frozen Foods,207.5954,OUT027,Medium,Tier 3,Supermarket Type3,6668.6528,38,Food
FDT58,9.0,Low Fat,0.085938463,Snack Foods,168.6816,OUT035,Small,Tier 2,Supermarket Type1,1342.2528,19,Food
FDR03,15.7,Regular,0.008734284,Meat,207.898,OUT035,Small,Tier 2,Supermarket Type1,3095.97,19,Food
NCL30,18.1,Non-Edible,0.049016517,Household,128.7336,OUT049,Medium,Tier 1,Supermarket Type1,2173.1712,24,Non-Consumable
FDT22,12.857645184136183,Low Fat,0.111554381,Snack Foods,59.822,OUT027,Medium,Tier 3,Supermarket Type3,1677.816,38,Food
FDP45,15.7,Regular,0.030672457,Snack Foods,253.1724,OUT049,Medium,Tier 1,Supermarket Type1,5285.1204,24,Food
FDS15,9.195,Regular,0.077995641,Meat,107.1596,OUT013,High,Tier 3,Supermarket Type1,2804.3496,36,Food
FDF16,12.857645184136183,Low Fat,0.085715273,Frozen Foods,146.6076,OUT027,Medium,Tier 3,Supermarket Type3,1773.6912,38,Food
FDL13,13.85,Regular,0.056432784,Breakfast,234.93,OUT045,Small,Tier 2,Supermarket Type1,4660.6,21,Food
NCV30,20.2,Non-Edible,0.066200667,Household,61.451,OUT018,Medium,Tier 3,Supermarket Type2,126.502,14,Non-Consumable
FDG33,12.857645184136183,Regular,0.245542627,Seafood,172.2764,OUT019,Small,Tier 1,Grocery Store,171.7764,38,Food
FDO10,13.65,Regular,0.0127517,Snack Foods,55.5588,OUT046,Small,Tier 1,Supermarket Type1,1603.2464,26,Food
FDQ03,15.0,Regular,0.077949334,Meat,238.7248,OUT013,High,Tier 3,Supermarket Type1,2133.2232,36,Food
NCC55,10.695,Non-Edible,0.064022881,Household,36.0848,OUT018,Medium,Tier 3,Supermarket Type2,372.848,14,Non-Consumable
FDD52,12.857645184136183,Regular,0.182407266,Dairy,109.157,OUT027,Medium,Tier 3,Supermarket Type3,1867.569,38,Food
FDI16,14.0,Regular,0.136328794,Frozen Foods,54.864,OUT018,Medium,Tier 3,Supermarket Type2,319.584,14,Food
FDB44,6.655,Low Fat,0.016958832,Fruits and Vegetables,210.0586,OUT046,Small,Tier 1,Supermarket Type1,4221.172,26,Food
FDA25,16.5,Regular,0.068125756,Canned,101.199,OUT046,Small,Tier 1,Supermarket Type1,1031.99,26,Food
FDV33,9.6,Regular,0.02734361,Snack Foods,257.8304,OUT046,Small,Tier 1,Supermarket Type1,1808.3128,26,Food
FDX47,6.55,Regular,0.034658144,Breads,155.8288,OUT049,Medium,Tier 1,Supermarket Type1,1099.9016,24,Food
FDO50,16.25,Low Fat,0.0,Canned,89.8804,OUT017,Small,Tier 2,Supermarket Type1,1102.5648,16,Food
FDV57,15.25,Regular,0.065841719,Snack Foods,179.866,OUT013,High,Tier 3,Supermarket Type1,2696.49,36,Food
FDB02,9.695,Regular,0.029158763,Canned,174.537,OUT035,Small,Tier 2,Supermarket Type1,1235.059,19,Food
FDD16,12.857645184136183,Low Fat,0.063649582,Frozen Foods,74.7696,OUT019,Small,Tier 1,Grocery Store,74.5696,38,Food
FDX02,16.0,Low Fat,0.05706009,Dairy,225.0404,OUT046,Small,Tier 1,Supermarket Type1,4950.8888,26,Food
FDP11,15.85,Low Fat,0.11566015,Breads,218.3166,OUT010,Small,Tier 3,Grocery Store,435.4332,25,Food
FDH32,12.857645184136183,Low Fat,0.075691713,Fruits and Vegetables,98.241,OUT027,Medium,Tier 3,Supermarket Type3,2220.443,38,Food
NCL18,18.85,Non-Edible,0.167844438,Household,193.9136,OUT049,Medium,Tier 1,Supermarket Type1,3110.6176,24,Non-Consumable
FDT12,6.215,Regular,0.049722335,Baking Goods,224.5062,OUT045,Small,Tier 2,Supermarket Type1,4514.124,21,Food
