,Item_Weight,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Numbered_Item_Fat_Content,Breads,Breakfast,Canned,Dairy,Frozen Foods,Fruits and Vegetables,Hard Drinks,Health and Hygiene,Household,Meat,Others,Seafood,Snack Foods,Soft Drinks,Starchy Foods
1950,14.0,0.030094192,215.7192,1997,3,1,1.0,1078.596,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1951,18.5,0.076097035,145.8102,1998,2,3,-1.0,291.6204,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1952,13.65,0.025973384,79.6302,2002,2,2,1.0,554.6114,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1953,14.15,0.0,244.1828,2002,2,2,1.0,731.0484,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1954,10.1,0.053887301,225.6088,2007,2,2,1.0,4250.4672,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1955,10.1,0.024262772,117.615,2009,2,3,2.0,1514.695,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1956,13.85,0.034624104,115.0492,1999,2,1,1.0,4054.722,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1957,13.1,0.044281996,178.5318,2002,2,2,1.0,3067.3406,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1958,18.75,0.052121825,104.828,1999,2,1,1.0,2343.616,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1959,14.0,0.135662712,52.064,1987,1,3,1.0,852.224,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1960,16.1,0.023613955,192.8846,1999,2,1,1.0,5350.3688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1961,12.857645184135976,0.082152451,179.9002,1985,2,3,3.0,4119.3046,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1962,12.857645184135976,0.02363057,141.7154,1985,3,1,-1.0,425.4462,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1963,12.35,0.164274416,119.8124,2002,2,2,1.0,2133.2232,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1964,20.7,0.047587685,215.0876,2002,2,2,1.0,5145.3024,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1965,7.825,0.079952983,62.7826,2009,2,3,2.0,1162.4868,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1966,12.857645184135976,0.024992442,53.6614,1985,3,1,-1.0,165.7842,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1967,12.1,0.115107028,222.0114,2002,2,2,1.0,3547.3824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,12.857645184135976,0.008604657,123.1756,1985,2,3,3.0,1211.756,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1969,14.65,0.083528446,162.4552,2002,2,2,1.0,2274.3728,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1970,12.857645184135976,0.036731658,177.237,1985,2,3,3.0,4763.799,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1971,20.75,0.129337594,238.188,1997,3,1,1.0,5033.448,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1972,11.15,0.0,65.0142,1999,2,1,1.0,1120.5414,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1973,12.1,0.029827665,144.3444,1999,2,1,1.0,2612.5992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1974,11.6,0.157718931,168.3474,2007,2,2,1.0,4548.0798,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,17.6,0.008046275,173.7422,2007,2,2,1.0,5863.0348,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1976,12.857645184135976,0.068753558,127.9678,1985,3,1,-1.0,254.3356,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1977,12.857645184135976,0.013199737,108.9254,1985,2,3,3.0,2713.135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1978,10.65,0.023971463,54.0272,1997,3,1,1.0,447.4176,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1979,18.35,0.09468096,86.2882,2009,2,3,2.0,1631.8758,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1980,7.35,0.014394261,241.3512,2002,2,2,1.0,5331.7264,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1981,18.2,0.049396364,146.4734,1999,2,1,1.0,3563.3616,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1982,8.39,0.024243294,116.0176,1999,2,1,1.0,1603.2464,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1983,14.3,0.122469209,121.973,1987,1,3,1.0,2709.806,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1984,10.195,0.017730951,239.8538,2007,2,2,1.0,4086.0146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1985,14.15,0.035016754,245.3828,2009,2,3,2.0,1705.7796,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1986,16.2,0.019417732,153.7972,2002,2,2,1.0,1402.1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1987,12.857645184135976,0.066358426,195.2478,1985,2,3,3.0,7168.6686,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1988,12.65,0.105265475,159.9578,1998,2,3,-1.0,962.7468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1989,12.857645184135976,0.038736754,37.319,1985,2,3,3.0,1281.665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1990,10.895,0.044991876,107.228,1998,2,3,-1.0,426.112,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1991,5.735,0.05696122,176.337,1997,3,1,1.0,1764.37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1992,17.85,0.147255604,93.7436,2007,2,2,1.0,1701.7848,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,5.82,0.077319079,255.433,1997,3,1,1.0,4357.661,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1994,10.0,0.089135671,146.9102,2004,3,2,1.0,3207.8244,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,17.6,0.041373331,38.119,2004,3,2,1.0,732.38,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1996,12.857645184135976,0.04403602,173.308,1985,2,3,3.0,6751.212,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1997,10.1,0.027041859,77.567,1987,1,3,1.0,306.268,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,12.857645184135976,0.056782237,241.2512,1985,2,3,3.0,8239.9408,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1999,17.6,0.03922186,97.241,1997,3,1,1.0,193.082,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2000,8.645,0.021581922,53.3982,2004,3,2,1.0,1209.7586,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2001,19.5,0.128206001,155.9314,1997,3,1,1.0,3878.285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,7.68,0.071301323,190.8162,2007,2,2,1.0,2693.8268,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2003,15.7,0.030765898,43.277,2002,2,2,1.0,649.155,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2004,5.405,0.053730029,199.0742,2002,2,2,1.0,4777.7808,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,20.85,0.062350672,86.9514,2002,2,2,1.0,1416.8224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,7.39,0.068163102,140.4812,2007,2,2,1.0,2422.1804,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2007,6.465,0.0,263.1884,2009,2,3,2.0,2914.8724,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,18.25,0.015309885,197.6084,2002,2,2,1.0,2380.9008,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2009,12.857645184135976,0.106538757,222.3772,1985,2,3,3.0,1556.6404,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,12.857645184135976,0.061999648,230.001,1985,3,1,-1.0,689.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,10.195,0.051618281,31.9558,1987,1,3,1.0,373.5138,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,15.1,0.076505799,91.583,2007,2,2,1.0,539.298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,13.65,0.013091186,114.8834,2009,2,3,2.0,1612.5676,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2014,12.857645184135976,0.022074764,141.418,1985,3,1,-1.0,559.272,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015,12.857645184135976,0.079146113,181.466,1985,3,1,-1.0,179.766,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,5.985,0.096337184,125.2678,2007,2,2,1.0,763.0068,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,9.5,0.142425145,189.9872,1998,2,3,-1.0,756.3488,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018,11.15,0.0,44.7744,2002,2,2,1.0,181.0976,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,12.857645184135976,0.041663111,188.6214,1985,2,3,3.0,6029.4848,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020,18.0,0.019386234,126.8994,1997,3,1,1.0,3083.9856,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021,12.857645184135976,0.135226962,56.293,1985,3,1,-1.0,113.186,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022,16.2,0.0,73.4696,1987,1,3,1.0,2087.9488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023,13.15,0.036729122,179.7976,1999,2,1,1.0,2535.3664,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024,20.6,0.045380404,148.4392,1987,1,3,1.0,1789.6704,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025,11.395,0.069587171,234.6616,1997,3,1,1.0,4687.232,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2026,6.78,0.08573655,229.5694,1987,1,3,1.0,3425.541,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2027,8.84,0.076681143,110.7228,1999,2,1,1.0,1657.842,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2028,16.7,0.102055777,184.0292,1997,3,1,1.0,3101.2964,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2029,13.3,0.071856726,63.2536,2007,2,2,1.0,1347.5792,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2030,12.6,0.063054947,102.399,2007,2,2,1.0,2270.378,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2031,7.6,0.142383847,172.3448,2004,3,2,1.0,2556.672,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2032,12.6,0.03150851,170.5764,1987,1,3,1.0,3779.0808,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,6.67,0.123620492,90.0514,1999,2,1,1.0,1505.3738,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2034,10.695,0.06375108,36.7848,2004,3,2,1.0,782.9808,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2035,12.857645184135976,0.04461205,241.1538,1985,3,1,-1.0,480.7076,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2036,16.6,0.122204371,173.5738,2004,3,2,1.0,1911.5118,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2037,10.0,0.037764307,127.2994,1997,3,1,1.0,642.497,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2038,19.1,0.092437711,185.2608,2007,2,2,1.0,1470.0864,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2039,17.6,0.137807013,161.792,1998,2,3,-1.0,159.792,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2040,19.5,0.077292302,235.3958,1999,2,1,1.0,6309.7866,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2041,10.1,0.045763062,38.4848,1999,2,1,1.0,633.8416,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2042,8.6,0.090558833,112.6176,2009,2,3,2.0,3091.9752,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2043,19.7,0.041703666,109.1912,1987,1,3,1.0,1637.868,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2044,15.35,0.014098693,37.219,2007,2,2,1.0,805.618,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2045,5.26,0.042008667,162.6868,2007,2,2,1.0,3767.0964,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,9.8,0.106933748,175.337,2002,2,2,1.0,529.311,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2047,16.5,0.012663476,39.3506,2002,2,2,1.0,645.1602,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2048,10.5,0.041387618,40.1164,2004,3,2,1.0,849.5608,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2049,13.1,0.012148836,191.353,2009,2,3,2.0,1328.271,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2050,12.857645184135976,0.005935001,98.8358,1985,2,3,3.0,2010.716,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2051,9.3,0.014047825,196.5084,2002,2,2,1.0,4364.9848,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2052,14.3,0.026375082,79.6302,2002,2,2,1.0,792.302,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2053,12.857645184135976,0.0,55.7298,1985,2,3,3.0,2804.3496,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2054,10.8,0.052174319,240.3564,2002,2,2,1.0,4290.4152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2055,12.857645184135976,0.0,38.1848,1985,3,1,-1.0,37.2848,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056,12.85,0.137786856,157.763,2009,2,3,2.0,2659.871,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2057,6.78,0.066608487,184.624,2004,3,2,1.0,5406.296,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2058,9.195,0.064002068,85.5566,2004,3,2,1.0,930.1226,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2059,7.905,0.06406438,229.2694,1997,3,1,1.0,1826.9552,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2060,17.6,0.049345425,115.4176,2007,2,2,1.0,1145.176,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2061,15.7,0.11521312,112.0202,2007,2,2,1.0,3150.5656,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2062,12.857645184135976,0.0,83.7566,1985,3,1,-1.0,253.6698,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2063,19.2,0.099991245,112.7886,1987,1,3,1.0,1779.0176,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2064,7.405,0.015334003,92.7146,2009,2,3,2.0,1185.7898,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2065,19.5,0.129170642,233.9958,1998,2,3,-1.0,467.3916,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2066,9.195,0.051908824,78.1644,2007,2,2,1.0,1414.1592,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2067,11.65,0.131770922,151.1024,2002,2,2,1.0,1518.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2068,21.1,0.028984804,146.1786,1987,1,3,1.0,3034.0506,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2069,8.695,0.120211747,93.2094,2007,2,2,1.0,666.4658,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2070,7.27,0.02076385,89.0488,1987,1,3,1.0,181.0976,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2071,8.85,0.016006626,105.6964,1987,1,3,1.0,210.3928,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2072,18.6,0.015766712,152.9366,2004,3,2,1.0,1662.5026,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2073,12.857645184135976,0.024536199,144.6102,1985,2,3,3.0,3791.0652,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2074,9.1,0.008046878,78.7618,1999,2,1,1.0,402.809,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2075,7.975,0.014653896,82.425,1999,2,1,1.0,749.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076,10.0,0.073794811,121.444,2007,2,2,1.0,2516.724,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2077,6.865,0.056830682,214.0218,1997,3,1,1.0,5556.7668,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2078,16.7,0.054618573,65.5168,2004,3,2,1.0,1022.6688,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2079,7.285,0.052141447,174.9054,1998,2,3,-1.0,525.3162,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2080,8.43,0.017360867,196.2768,2002,2,2,1.0,1576.6144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2081,20.2,0.196438668,194.611,1998,2,3,-1.0,392.822,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2082,8.75,0.074743226,187.6556,1999,2,1,1.0,5257.1568,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2083,12.857645184135976,0.127792701,111.1886,1985,2,3,3.0,4447.544,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2084,12.857645184135976,0.024358634,190.4214,1985,2,3,3.0,5652.642,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2085,9.695,0.070431235,177.5344,2004,3,2,1.0,3033.3848,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2086,7.75,0.082930699,35.2558,1997,3,1,1.0,780.9834,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2087,19.75,0.041330512,115.8466,1987,1,3,1.0,2474.7786,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2088,9.8,0.235354055,50.8008,1998,2,3,-1.0,101.2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2089,11.8,0.057746382,152.4366,2007,2,2,1.0,3929.5516,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2090,9.8,0.045337184,36.8874,1999,2,1,1.0,564.5984,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2091,7.42,0.020374875,248.0092,1987,1,3,1.0,1245.046,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2092,20.75,0.035568147,151.8024,1998,2,3,-1.0,151.8024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2093,12.6,0.062797771,103.999,1999,2,1,1.0,825.592,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2094,19.75,0.018096488,179.566,2009,2,3,2.0,2696.49,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2095,10.895,0.009613854,122.973,1987,1,3,1.0,1231.73,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2096,16.6,0.026645307,53.5614,2009,2,3,2.0,939.4438,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2097,6.765,0.087753682,105.3306,2007,2,2,1.0,2090.612,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2098,13.1,0.037657459,175.8054,2002,2,2,1.0,2801.6864,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2099,12.857645184135976,0.041091215,89.5514,1985,2,3,3.0,3364.9532,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2100,6.155,0.095195306,213.956,2007,2,2,1.0,2343.616,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2101,10.65,0.048686689,164.1526,1997,3,1,1.0,1808.9786,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2102,12.857645184135976,0.117091213,197.9084,1985,3,1,-1.0,992.042,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2103,20.25,0.022940826,241.8538,1997,3,1,1.0,5768.4912,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2104,20.5,0.119339241,106.0596,2004,3,2,1.0,970.7364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2105,11.8,0.014075334,176.8344,1987,1,3,1.0,3568.688,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2106,15.0,0.046336634,120.0414,1987,1,3,1.0,3533.4006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2107,13.15,0.036641589,180.7976,1987,1,3,1.0,6157.3184,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2108,15.5,0.101176316,198.9768,2009,2,3,2.0,4729.8432,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2109,12.857645184135976,0.035737373,260.6278,1985,2,3,3.0,9371.8008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2110,11.6,0.079376029,81.7276,2007,2,2,1.0,1949.4624,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2111,14.35,0.091054989,231.8984,1999,2,1,1.0,4633.968,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2112,13.15,0.043852434,182.695,2002,2,2,1.0,4211.185,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2113,10.895,0.009620042,121.673,2004,3,2,1.0,1970.768,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2114,10.1,0.054939848,199.5084,2007,2,2,1.0,3372.9428,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2115,18.7,0.014675574,50.8324,2007,2,2,1.0,934.7832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2116,12.15,0.14526636,224.0404,1999,2,1,1.0,3375.606,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2117,10.195,0.146662938,138.6838,1997,3,1,1.0,2388.2246,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2118,8.575,0.071786706,193.3794,1987,1,3,1.0,780.3176,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2119,16.5,0.133424184,102.2332,1998,2,3,-1.0,102.5332,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2120,9.065,0.115799592,95.3094,2009,2,3,2.0,1713.7692,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2121,16.6,0.027579198,178.7344,1997,3,1,1.0,1605.9096,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2122,11.6,0.241055611,238.5222,1998,2,3,-1.0,717.0666,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2123,19.5,0.014332439,57.1614,2009,2,3,2.0,1381.535,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2124,16.6,0.027133398,106.2596,1998,2,3,-1.0,215.7192,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2125,11.85,0.132876847,98.0726,1999,2,1,1.0,1076.5986,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2126,12.85,0.03315162,170.6422,1987,1,3,1.0,2931.5174,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2127,9.0,0.019536981,170.0474,1999,2,1,1.0,4211.185,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2128,5.655,0.085258864,165.85,2004,3,2,1.0,1830.95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2129,8.93,0.013179388,55.1614,1997,3,1,1.0,939.4438,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2130,15.2,0.033592687,108.1912,2004,3,2,1.0,1856.2504,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2131,7.655,0.05346916,114.1492,1998,2,3,-1.0,115.8492,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2132,12.857645184135976,0.126831854,209.027,1985,2,3,3.0,4613.994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2133,15.5,0.103603094,143.547,1999,2,1,1.0,1431.47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2134,18.7,0.104840884,122.1072,1999,2,1,1.0,490.0288,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2135,9.5,0.042056944,31.89,2009,2,3,2.0,366.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2136,13.65,0.040049609,34.4558,2007,2,2,1.0,611.2044,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2137,19.5,0.03075661,86.254,2002,2,2,1.0,2163.85,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2138,8.71,0.0,46.5376,1987,1,3,1.0,575.2512,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2139,12.857645184135976,0.03941584,247.8092,1985,3,1,-1.0,498.0184,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2140,19.6,0.024363939,46.3718,2007,2,2,1.0,661.8052,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2141,12.857645184135976,0.131443921,189.1872,1985,2,3,3.0,5294.4416,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2142,11.8,0.058725131,82.3618,2004,3,2,1.0,1208.427,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2143,6.715,0.122274118,40.3454,2007,2,2,1.0,838.908,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2144,19.1,0.067239404,39.6796,1987,1,3,1.0,660.4736,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2145,20.7,0.021464454,156.6288,1999,2,1,1.0,3928.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2146,10.195,0.112681821,113.986,2009,2,3,2.0,452.744,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2147,20.2,0.039469737,155.163,2007,2,2,1.0,782.315,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2148,10.8,0.061101383,151.9024,1997,3,1,1.0,2580.6408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2149,19.75,0.014359584,100.8332,2009,2,3,2.0,1537.998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2150,19.35,0.016637301,120.9098,1999,2,1,1.0,1687.1372,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2151,7.405,0.159843921,206.6296,2009,2,3,2.0,3115.944,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2152,15.25,0.061308889,128.8968,2002,2,2,1.0,2348.9424,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2153,12.857645184135976,0.055566935,263.591,1985,3,1,-1.0,262.991,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2154,8.895,0.026397141,207.8954,2002,2,2,1.0,3542.7218,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2155,18.75,0.034307348,215.2218,1997,3,1,1.0,4701.8796,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2156,20.1,0.074627201,110.3228,1997,3,1,1.0,1768.3648,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
